Anno;Quartiere;Zona;Tipologia Famiglia;Dimensione Familiare;Numero Famiglie;Componenti
2015;Borgo Panigale - Reno;Santa Viola;Padre con figli e altri membri conviventi;3;78;234
2015;Navile;Bolognina;Coniugi;2;2437;4874
2015;Navile;Bolognina;Coniugi con figli;5;221;1105
2015;Navile;Bolognina;Coniugi con figli e altri membri conviventi;5;86;430
2015;Navile;Bolognina;Madre con figli;4;60;240
2015;Navile;Bolognina;Padre con figli e altri membri conviventi;3;203;609
2015;Navile;Corticella;Altre tipologie familiari;5;2;10
2015;Navile;Corticella;Coniugi con figli e altri membri conviventi;5;45;225
2015;Navile;Corticella;Madre con figli;2;494;988
2015;Navile;Corticella;Madre con figli e altri membri conviventi;5;16;80
2015;Navile;Corticella;Padre con figli e altri membri conviventi;3;117;351
2015;Navile;Lame;Madre con figli e altri membri conviventi;3;90;270
2015;Porto - Saragozza;Costa Saragozza;Coniugi con figli;4;848;3392
2015;Porto - Saragozza;Costa Saragozza;Coniugi con figli;6-10;37;225
2015;Porto - Saragozza;Costa Saragozza;Madre con figli;2;769;1538
2015;Porto - Saragozza;Costa Saragozza;Madre con figli;4;37;148
2015;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;3;150;450
2015;Porto - Saragozza;Costa Saragozza;Padre con figli;2;150;300
2015;Porto - Saragozza;Malpighi;Altre tipologie familiari;2;235;470
2015;Porto - Saragozza;Malpighi;Madre con figli e altri membri conviventi;3;60;180
2015;Porto - Saragozza;Malpighi;Padre con figli;3;16;48
2015;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;4;27;108
2015;Porto - Saragozza;Marconi;Altre tipologie familiari;3;20;60
2015;Porto - Saragozza;Marconi;Coniugi con altri membri conviventi;4;3;12
2015;Porto - Saragozza;Marconi;Madre con figli;3;139;417
2015;Porto - Saragozza;Marconi;Padre con figli e altri membri conviventi;3;54;162
2015;Porto - Saragozza;Marconi;Padre con figli e altri membri conviventi;4;28;112
2015;Porto - Saragozza;Marconi;Padre con figli e altri membri conviventi;6-10;2;13
2015;Porto - Saragozza;Saffi;Altre tipologie familiari;5;3;15
2015;Porto - Saragozza;Saffi;Coniugi con figli e altri membri conviventi;5;42;210
2015;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;5;11;55
2015;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;4;11;44
2015;San Donato - San Vitale;San Donato;Coniugi con figli e altri membri conviventi;Oltre 10;8;108
2015;San Donato - San Vitale;San Vitale;Coniugi con altri membri conviventi;5;3;15
2015;San Donato - San Vitale;San Vitale;Coniugi con figli e altri membri conviventi;4;83;332
2015;San Donato - San Vitale;San Vitale;Madre con figli;3;324;972
2015;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;4;82;328
2015;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;Oltre 10;1;11
2015;Santo Stefano;Colli;Madre con figli;2;236;472
2015;Santo Stefano;Colli;Padre con figli e altri membri conviventi;4;21;84
2015;Santo Stefano;Galvani;Madre con figli;2;458;916
2015;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;5;5;25
2015;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;5;7;35
2015;Santo Stefano;Irnerio;Coniugi con figli;5;68;340
2015;Santo Stefano;Irnerio;Madre con figli;5;1;5
2015;Santo Stefano;Irnerio;Padre con figli e altri membri conviventi;5;4;20
2015;Santo Stefano;Irnerio;Sola;1;2886;2886
2015;Santo Stefano;Murri;Madre con figli e altri membri conviventi;3;144;432
2015;Santo Stefano;Murri;Madre con figli e altri membri conviventi;4;84;336
2015;Santo Stefano;Murri;Padre con figli;5;1;5
2015;Santo Stefano;Murri;Solo;1;2906;2906
2015;Savena;Mazzini;Altre tipologie familiari;4;15;60
2015;Savena;Mazzini;Coniugi con figli e altri membri conviventi;5;90;450
2015;Savena;Mazzini;Madre con figli;5;7;35
2015;Savena;Mazzini;Padre con figli;2;258;516
2015;Savena;Mazzini;Sola;1;5403;5403
2015;Savena;San Ruffillo;Altre tipologie familiari;5;6;30
2015;Savena;San Ruffillo;Solo;1;2006;2006
2015;Senza fissa dimora;Senza fissa dimora;Altre tipologie familiari;3;1;3
2015;Senza fissa dimora;Senza fissa dimora;Madre con figli;2;1;2
2016;Borgo Panigale - Reno;Barca;Altre tipologie familiari;6-10;1;6
2016;Borgo Panigale - Reno;Barca;Coniugi;2;2001;4002
2016;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;3;65;195
2016;Borgo Panigale - Reno;Barca;Coniugi con figli;6-10;40;254
2016;Borgo Panigale - Reno;Barca;Madre con figli;2;738;1476
2016;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;6-10;14;93
2016;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;4;13;52
2016;Borgo Panigale - Reno;Borgo Panigale;Coniugi;2;2364;4728
2016;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;5;2;10
2016;Borgo Panigale - Reno;Borgo Panigale;Padre con figli e altri membri conviventi;3;180;540
2016;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;2;243;486
2016;Borgo Panigale - Reno;Santa Viola;Padre con figli;4;5;20
2016;Borgo Panigale - Reno;Santa Viola;Sola;1;1838;1838
2016;Navile;Bolognina;Coniugi con figli e altri membri conviventi;5;99;495
2016;Navile;Bolognina;Madre con figli e altri membri conviventi;4;100;400
2016;Navile;Bolognina;Madre con figli e altri membri conviventi;5;38;190
2016;Navile;Bolognina;Padre con figli e altri membri conviventi;5;17;85
2016;Navile;Corticella;Coniugi con altri membri conviventi;3;50;150
2016;Navile;Corticella;Coniugi con figli;5;98;490
2016;Navile;Lame;Madre con figli e altri membri conviventi;6-10;8;55
2016;Navile;Lame;Padre con figli e altri membri conviventi;4;38;152
2016;Navile;Lame;Solo;1;1405;1405
2016;Porto - Saragozza;Costa Saragozza;Altre tipologie familiari;3;29;87
2016;Porto - Saragozza;Costa Saragozza;Solo;1;2946;2946
2016;Porto - Saragozza;Malpighi;Altre tipologie familiari;3;18;54
2016;Porto - Saragozza;Malpighi;Madre con figli e altri membri conviventi;5;5;25
2016;Porto - Saragozza;Marconi;Padre con figli;3;22;66
2016;Porto - Saragozza;Marconi;Padre con figli;5;1;5
2016;Porto - Saragozza;Marconi;Solo;1;2322;2322
2016;Porto - Saragozza;Saffi;Altre tipologie familiari;3;20;60
2016;Porto - Saragozza;Saffi;Altre tipologie familiari;5;2;10
2016;Porto - Saragozza;Saffi;Coniugi con altri membri conviventi;6-10;1;6
2016;Porto - Saragozza;Saffi;Coniugi con figli;4;472;1888
2016;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;3;109;327
2016;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;4;50;200
2016;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;5;9;45
2016;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;3;84;252
2016;San Donato - San Vitale;San Donato;Coniugi con figli;3;1215;3645
2016;San Donato - San Vitale;San Vitale;Altre tipologie familiari;5;1;5
2016;San Donato - San Vitale;San Vitale;Madre con figli;6-10;1;6
2016;San Donato - San Vitale;San Vitale;Padre con figli;3;63;189
2016;San Donato - San Vitale;San Vitale;Padre con figli;5;1;5
2016;Santo Stefano;Colli;Coniugi;2;528;1056
2016;Santo Stefano;Colli;Coniugi con altri membri conviventi;3;12;36
2016;Santo Stefano;Colli;Coniugi con figli e altri membri conviventi;6-10;14;91
2016;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;3;66;198
2016;Santo Stefano;Irnerio;Coniugi con altri membri conviventi;3;19;57
2016;Santo Stefano;Murri;Altre tipologie familiari;2;461;922
2016;Savena;Mazzini;Altre tipologie familiari;3;62;186
2016;Savena;Mazzini;Padre con figli e altri membri conviventi;3;225;675
2016;Savena;San Ruffillo;Altre tipologie familiari;3;37;111
2016;Savena;San Ruffillo;Altre tipologie familiari;4;9;36
2016;Savena;San Ruffillo;Coniugi con figli;3;1019;3057
2016;Savena;San Ruffillo;Madre con figli e altri membri conviventi;3;135;405
2016;Savena;San Ruffillo;Padre con figli;4;5;20
2017;Borgo Panigale - Reno;Barca;Coppia unita civilmente femminile con altri conviventi;3;1;3
2017;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;5;16;80
2017;Borgo Panigale - Reno;Barca;Padre con figli;6-10;1;7
2017;Borgo Panigale - Reno;Barca;Padre con figli e altri membri conviventi;3;129;387
2017;Borgo Panigale - Reno;Barca;Padre con figli e altri membri conviventi;4;67;268
2017;Borgo Panigale - Reno;Barca;Padre con figli e altri membri conviventi;5;9;45
2017;Borgo Panigale - Reno;Barca;Padre con figli e altri membri conviventi;6-10;3;18
2017;Borgo Panigale - Reno;Barca;Sola;1;2771;2771
2017;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;4;9;36
2017;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;3;83;249
2017;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli;6-10;36;232
2017;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;2;187;374
2017;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;2;229;458
2017;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;3;22;66
2017;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;6-10;10;65
2017;Navile;Bolognina;Coniugi con figli e altri membri conviventi;4;92;368
2017;Navile;Bolognina;Madre con figli;2;1023;2046
2017;Navile;Bolognina;Madre con figli e altri membri conviventi;5;34;170
2017;Navile;Corticella;Coniugi con altri membri conviventi;6-10;1;6
2017;Navile;Corticella;Coniugi con figli e altri membri conviventi;6-10;51;336
2017;Navile;Corticella;Coppia unita civilmente maschile;2;2;4
2017;Navile;Lame;Altre tipologie familiari;6-10;3;23
2017;Navile;Lame;Coniugi con altri membri conviventi;3;40;120
2017;Navile;Lame;Madre con figli;2;475;950
2017;Navile;Lame;Madre con figli;5;5;25
2017;Navile;Lame;Padre con figli e altri membri conviventi;3;102;306
2017;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;6-10;1;7
2017;Porto - Saragozza;Costa Saragozza;Coniugi con figli;6-10;36;224
2017;Porto - Saragozza;Malpighi;Altre tipologie familiari;2;220;440
2017;Porto - Saragozza;Malpighi;Coniugi con figli e altri membri conviventi;5;14;70
2017;Porto - Saragozza;Malpighi;Madre con figli;4;18;72
2017;Porto - Saragozza;Malpighi;Madre con figli e altri membri conviventi;6-10;1;7
2017;Porto - Saragozza;Marconi;Coniugi con altri membri conviventi;5;1;5
2017;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;6-10;2;12
2017;Porto - Saragozza;Marconi;Padre con figli;3;19;57
2017;Porto - Saragozza;Saffi;Coniugi con figli e altri membri conviventi;4;39;156
2017;Porto - Saragozza;Saffi;Madre con figli;5;1;5
2017;Porto - Saragozza;Saffi;Sola;1;3155;3155
2017;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;4;13;52
2017;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;4;106;424
2017;San Donato - San Vitale;San Donato;Sola;1;4519;4519
2017;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;6-10;4;28
2017;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;4;84;336
2017;Santo Stefano;Colli;Madre con figli e altri membri conviventi;4;32;128
2017;Santo Stefano;Colli;Padre con figli e altri membri conviventi;5;11;55
2017;Santo Stefano;Galvani;Madre con figli;2;426;852
2017;Santo Stefano;Galvani;Madre con figli;3;140;420
2017;Santo Stefano;Galvani;Madre con figli;5;3;15
2017;Santo Stefano;Galvani;Padre con figli;3;28;84
2017;Santo Stefano;Irnerio;Coniugi con altri membri conviventi;4;4;16
2017;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;5;21;105
2017;Santo Stefano;Irnerio;Coppia unita civilmente femminile;2;2;4
2017;Santo Stefano;Irnerio;Madre con figli;5;1;5
2017;Santo Stefano;Murri;Altre tipologie familiari;4;13;52
2017;Santo Stefano;Murri;Coniugi;2;2134;4268
2017;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;4;52;208
2017;Santo Stefano;Murri;Solo;1;3083;3083
2017;Savena;Mazzini;Madre con figli e altri membri conviventi;6-10;15;95
2017;Savena;San Ruffillo;Coniugi con figli;3;1006;3018
2017;Savena;San Ruffillo;Coniugi con figli;4;696;2784
2017;Savena;San Ruffillo;Coniugi con figli e altri membri conviventi;Oltre 10;1;12
2017;Savena;San Ruffillo;Solo;1;2079;2079
2017;Senza fissa dimora;Senza fissa dimora;Coniugi con figli;5;2;10
2017;Senza fissa dimora;Senza fissa dimora;Padre con figli;3;1;3
2018;Borgo Panigale - Reno;Barca;Altre tipologie familiari;4;4;16
2018;Borgo Panigale - Reno;Barca;Coppia unita civilmente maschile;2;1;2
2018;Borgo Panigale - Reno;Barca;Madre con figli;6-10;4;24
2018;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;4;86;344
2018;Borgo Panigale - Reno;Barca;Padre con figli;6-10;1;8
2018;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;4;8;32
2018;Borgo Panigale - Reno;Santa Viola;Padre con figli;2;55;110
2018;Navile;Bolognina;Coniugi con figli;4;1020;4080
2018;Navile;Bolognina;Coppia unita civilmente femminile;2;3;6
2018;Navile;Bolognina;Coppia unita civilmente maschile;2;13;26
2018;Navile;Corticella;Altre tipologie familiari;4;10;40
2018;Navile;Lame;Coniugi;2;1204;2408
2018;Navile;Lame;Coniugi con altri membri conviventi;3;39;117
2018;Navile;Lame;Padre con figli e altri membri conviventi;3;100;300
2019;Navile;Bolognina;Madre con figli;5;4;20
2019;Navile;Bolognina;Padre con figli;3;54;162
2019;Navile;Corticella;Padre con figli;2;122;244
2019;Navile;Corticella;Padre con figli e altri membri conviventi;4;83;332
2019;Navile;Corticella;Sola;1;2202;2202
2019;Navile;Lame;Coniugi con altri membri conviventi;6-10;1;6
2019;Navile;Lame;Padre con figli e altri membri conviventi;4;54;216
2019;Navile;Lame;Solo;1;1495;1495
2019;Porto - Saragozza;Malpighi;Altre tipologie familiari;5;2;10
2019;Porto - Saragozza;Malpighi;Coniugi con figli e altri membri conviventi;4;23;92
2019;Porto - Saragozza;Malpighi;Madre con figli;2;389;778
2019;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;5;7;35
2019;Porto - Saragozza;Marconi;Altre tipologie familiari;6-10;2;14
2019;Porto - Saragozza;Marconi;Padre con figli e altri membri conviventi;3;70;210
2019;Porto - Saragozza;Marconi;Padre con figli e altri membri conviventi;5;8;40
2019;Porto - Saragozza;Marconi;Solo;1;2471;2471
2019;Porto - Saragozza;Saffi;Coniugi con altri membri conviventi;4;6;24
2019;San Donato - San Vitale;San Donato;Madre con figli;4;50;200
2019;San Donato - San Vitale;San Donato;Padre con figli e altri membri conviventi;5;17;85
2019;San Donato - San Vitale;San Vitale;Altre tipologie familiari;4;8;32
2019;Santo Stefano;Colli;Coniugi con figli;5;101;505
2019;Santo Stefano;Colli;Sola;1;1112;1112
2019;Santo Stefano;Galvani;Altre tipologie familiari;3;14;42
2019;Santo Stefano;Irnerio;Solo;1;2788;2788
2019;Santo Stefano;Murri;Altre tipologie familiari;5;8;40
2019;Santo Stefano;Murri;Coniugi con figli e altri membri conviventi;5;40;200
2019;Santo Stefano;Murri;Coppia unita civilmente maschile;2;6;12
2019;Santo Stefano;Murri;Madre con figli e altri membri conviventi;5;22;110
2019;Santo Stefano;Murri;Padre con figli e altri membri conviventi;5;13;65
2019;Santo Stefano;Murri;Sola;1;4825;4825
2019;Savena;Mazzini;Coniugi con figli;4;1213;4852
2019;Savena;Mazzini;Coppia unita civilmente maschile;2;4;8
2019;Savena;Mazzini;Madre con figli;2;1187;2374
2019;Savena;Mazzini;Madre con figli e altri membri conviventi;6-10;10;63
2019;Savena;San Ruffillo;Coniugi;2;1754;3508
2019;Savena;San Ruffillo;Coniugi con altri membri conviventi;6-10;5;34
2019;Savena;San Ruffillo;Coppia unita civilmente maschile;2;4;8
2019;Savena;San Ruffillo;Madre con figli;2;765;1530
2019;Savena;San Ruffillo;Madre con figli;3;237;711
2019;Savena;San Ruffillo;Padre con figli;4;4;16
2019;Savena;San Ruffillo;Solo;1;2231;2231
2019;Senza fissa dimora;Senza fissa dimora;Coniugi;2;3;6
2020;Borgo Panigale - Reno;Barca;Altre tipologie familiari;3;29;87
2020;Borgo Panigale - Reno;Barca;Padre con figli;4;2;8
2020;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli;6-10;47;303
2020;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli e altri membri conviventi;5;81;405
2020;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;6-10;1;6
2020;Borgo Panigale - Reno;Santa Viola;Coniugi con figli e altri membri conviventi;4;38;152
2020;Borgo Panigale - Reno;Santa Viola;Coppia unita civilmente maschile;2;4;8
2020;Borgo Panigale - Reno;Santa Viola;Padre con figli;4;6;24
2020;Navile;Bolognina;Coniugi con figli;5;222;1110
2020;Navile;Bolognina;Madre con figli;5;5;25
2020;Porto - Saragozza;Malpighi;Coniugi con altri membri conviventi;4;5;20
2020;Porto - Saragozza;Malpighi;Coniugi con figli e altri membri conviventi;5;21;105
2020;Porto - Saragozza;Malpighi;Madre con figli;3;112;336
2020;Porto - Saragozza;Malpighi;Madre con figli e altri membri conviventi;4;30;120
2020;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;4;33;132
2020;Porto - Saragozza;Marconi;Altre tipologie familiari;4;4;16
2020;Porto - Saragozza;Marconi;Coniugi con figli e altri membri conviventi;6-10;12;78
2020;Porto - Saragozza;Marconi;Madre con figli;5;3;15
2020;Porto - Saragozza;Marconi;Padre con figli e altri membri conviventi;5;12;60
2020;Porto - Saragozza;Saffi;Coniugi con figli;5;115;575
2020;Porto - Saragozza;Saffi;Coppia unita civilmente femminile con figli ed eventuali conviventi;4;1;4
2020;Porto - Saragozza;Saffi;Madre con figli;5;3;15
2020;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;6-10;4;27
2020;San Donato - San Vitale;San Donato;Padre con figli;2;198;396
2020;San Donato - San Vitale;San Donato;Padre con figli e altri membri conviventi;6-10;14;94
2020;San Donato - San Vitale;San Vitale;Coniugi con altri membri conviventi;5;7;35
2020;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;3;226;678
2020;Santo Stefano;Colli;Padre con figli e altri membri conviventi;4;34;136
2020;Santo Stefano;Colli;Sola;1;1115;1115
2020;Santo Stefano;Galvani;Coniugi con figli e altri membri conviventi;4;21;84
2020;Santo Stefano;Galvani;Madre con figli;5;5;25
2020;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;6-10;5;30
2020;Santo Stefano;Galvani;Padre con figli;5;1;5
2020;Santo Stefano;Galvani;Padre con figli e altri membri conviventi;4;42;168
2020;Santo Stefano;Irnerio;Coniugi;2;749;1498
2020;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;4;30;120
2020;Santo Stefano;Irnerio;Coppia unita civilmente femminile;2;3;6
