Sezione censimento (2011);Anno di riferimento;Nome quartiere;Nome zona;Nome area;Numero unità locali;Numero addetti (dipendenti e indipendenti);Numero addetti istituzioni pubbliche;Numero studenti
635;2019;Porto - Saragozza;Marconi;MARCONI-2;2;2;;
665;2019;Porto - Saragozza;Marconi;MARCONI-2;44;118;;55
666;2019;Porto - Saragozza;Marconi;MARCONI-2;92;198;;
701;2019;Porto - Saragozza;Saffi;PRATI DI CAPRARA-OSPEDALE MAGGIORE;4;4;;
722;2019;Porto - Saragozza;Saffi;ZANARDI;2;2;;41
731;2019;Porto - Saragozza;Saffi;ZANARDI;23;30;;
746;2019;Porto - Saragozza;Saffi;VELODROMO;38;91;;
757;2019;Porto - Saragozza;Saffi;VELODROMO;2;2;;
761;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;23;33;;26
766;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;17;17;;
774;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;18;38;;
778;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;15;18;;
823;2019;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;8;11;;
843;2019;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;5;12;;
907;2019;Borgo Panigale - Reno;S. Viola;AGUCCHI;16;28;;
910;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;40;88;;
912;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;28;33;;47
927;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;14;14;;
937;2019;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;8;13;;
1002;2019;San Donato - San Vitale;San Donato;VIA DEL LAVORO;8;8;;
1012;2019;San Donato - San Vitale;San Donato;MICHELINO;1;5;;
1040;2019;San Donato - San Vitale;San Donato;VIA MONDO;1;1;;
1075;2019;San Donato - San Vitale;San Donato;VIA MONDO;3;4;;
1099;2019;San Donato - San Vitale;San Donato;PILASTRO;8;11;;
1118;2019;San Donato - San Vitale;San Donato;CAAB;22;81;;
1123;2019;San Donato - San Vitale;San Donato;CAAB;13;457;;
1132;2019;Santo Stefano;Colli;OSSERVANZA;67;80;;
1183;2019;Santo Stefano;Colli;PADERNO;14;59;;
1185;2019;Santo Stefano;Colli;PADERNO;1;4;;
1188;2019;Santo Stefano;Colli;PADERNO;8;11;;
1225;2019;Santo Stefano;Galvani;GALVANI-1;19;30;;
1250;2019;Santo Stefano;Galvani;GALVANI-2;25;73;;
1263;2019;Santo Stefano;Galvani;GALVANI-2;65;221;;71
1268;2019;Santo Stefano;Galvani;GALVANI-2;125;282;;
1270;2019;Santo Stefano;Galvani;GALVANI-2;84;114;;
1301;2019;Santo Stefano;Murri;MEZZOFANTI;17;39;;58
1307;2019;Santo Stefano;Murri;MEZZOFANTI;59;137;;
1345;2019;Santo Stefano;Murri;MEZZOFANTI;16;17;;
1355;2019;Santo Stefano;Murri;DAGNINI;9;14;;
1365;2019;Santo Stefano;Murri;DAGNINI;12;13;;
1374;2019;Santo Stefano;Murri;DAGNINI;15;16;;
1518;2019;Santo Stefano;Irnerio;IRNERIO-1;55;255;;
1523;2019;Santo Stefano;Irnerio;IRNERIO-1;16;33;;
1573;2019;San Donato - San Vitale;S. Vitale;CIRENAICA;2;2;;
1581;2019;San Donato - San Vitale;S. Vitale;CIRENAICA;5;8;;
1583;2019;San Donato - San Vitale;S. Vitale;CIRENAICA;34;44;;
1607;2019;San Donato - San Vitale;S. Vitale;CIRENAICA;19;18;;46
1642;2019;San Donato - San Vitale;S. Vitale;MENGOLI;14;15;;
1644;2019;San Donato - San Vitale;S. Vitale;MENGOLI;24;31;;
1659;2019;San Donato - San Vitale;S. Vitale;MENGOLI;3;3;;
1686;2019;San Donato - San Vitale;S. Vitale;VIA LARGA;7;31;;
1691;2019;San Donato - San Vitale;S. Vitale;ROVERI;23;450;;
1707;2019;San Donato - San Vitale;S. Vitale;ROVERI;2;51;;
1727;2019;San Donato - San Vitale;S. Vitale;GUELFA;8;10;;
1731;2019;San Donato - San Vitale;S. Vitale;GUELFA;10;11;;
1735;2019;San Donato - San Vitale;S. Vitale;ROVERI;4;7;;
1770;2019;San Donato - San Vitale;S. Vitale;GUELFA;11;22;;
1786;2019;Porto - Saragozza;Costa Saragozza;XXI APRILE;10;28;;
1787;2019;Porto - Saragozza;Costa Saragozza;XXI APRILE;16;23;;
1820;2019;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;18;22;;
1825;2019;Porto - Saragozza;Costa Saragozza;XXI APRILE;6;16;;
1827;2019;Porto - Saragozza;Costa Saragozza;XXI APRILE;4;5;;
1832;2019;Porto - Saragozza;Costa Saragozza;XXI APRILE;11;12;;
1842;2019;Porto - Saragozza;Costa Saragozza;XXI APRILE;15;19;;
1924;2019;Porto - Saragozza;Costa Saragozza;SAN LUCA;7;10;;
1925;2019;Porto - Saragozza;Costa Saragozza;SAN LUCA;3;3;;
1933;2019;Porto - Saragozza;Malpighi;MALPIGHI-2;61;108;;
1975;2019;Porto - Saragozza;Malpighi;MALPIGHI-2;88;164;;48
828;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;3;4;;
932;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;9;9;;
959;2018;San Donato - San Vitale;San Donato;FIERA;6;40;;
966;2018;San Donato - San Vitale;San Donato;SAN DONNINO;7;13;;
978;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;8;9;;
995;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;47;155;;
1034;2018;San Donato - San Vitale;San Donato;MICHELINO;11;17;;
1044;2018;San Donato - San Vitale;San Donato;VIA MONDO;9;23;;
1066;2018;San Donato - San Vitale;San Donato;VIA MONDO;9;9;;
1088;2018;San Donato - San Vitale;San Donato;SCALO MERCI SAN DONATO;2;34;;
1096;2018;San Donato - San Vitale;San Donato;PILASTRO;1;45;;
1101;2018;San Donato - San Vitale;San Donato;PILASTRO;16;91;;
1140;2018;Santo Stefano;Colli;OSSERVANZA;6;8;;
1169;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;5;6;;
1223;2018;Santo Stefano;Galvani;GALVANI-1;31;74;;
1238;2018;Santo Stefano;Galvani;GALVANI-2;39;69;;
1240;2018;Santo Stefano;Galvani;GALVANI-2;25;38;;
1245;2018;Santo Stefano;Galvani;GALVANI-2;65;125;;
1281;2018;Santo Stefano;Galvani;GALVANI-2;22;36;;
1301;2018;Santo Stefano;Murri;MEZZOFANTI;16;33;;
1318;2018;Santo Stefano;Murri;MEZZOFANTI;31;60;;
1341;2018;Santo Stefano;Murri;MEZZOFANTI;23;24;;
1342;2018;Santo Stefano;Murri;MEZZOFANTI;10;10;;
1370;2018;Santo Stefano;Murri;DAGNINI;28;40;;
1389;2018;Santo Stefano;Murri;SIEPELUNGA;14;56;;
1401;2018;Santo Stefano;Murri;SIEPELUNGA;28;37;;
1404;2018;Santo Stefano;Murri;SIEPELUNGA;2;10;;
1440;2018;Santo Stefano;Murri;CHIESANUOVA;22;39;;
1458;2018;Santo Stefano;Irnerio;IRNERIO-2;1;1;;
1463;2018;Santo Stefano;Irnerio;IRNERIO-2;47;60;;
1468;2018;Santo Stefano;Irnerio;IRNERIO-2;65;527;;
1483;2018;Santo Stefano;Irnerio;IRNERIO-2;41;65;;
1489;2018;Santo Stefano;Irnerio;IRNERIO-1;4;5;;
1490;2018;Santo Stefano;Irnerio;IRNERIO-1;24;40;;
1497;2018;Santo Stefano;Irnerio;IRNERIO-1;49;300;;
1526;2018;Santo Stefano;Irnerio;IRNERIO-1;63;139;;
1528;2018;Santo Stefano;Irnerio;IRNERIO-2;25;83;;
1535;2018;Santo Stefano;Irnerio;IRNERIO-2;20;43;;
1541;2018;Santo Stefano;Irnerio;IRNERIO-1;7;11;;
1568;2018;San Donato - San Vitale;S. Vitale;OSPEDALE SANT'ORSOLA;5;8;;
1569;2018;San Donato - San Vitale;S. Vitale;MENGOLI;25;83;;
1570;2018;San Donato - San Vitale;S. Vitale;MENGOLI;18;36;;
1598;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;3;6;;
1599;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;3;5;;
1602;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;4;18;;
1605;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;17;188;;
1635;2018;San Donato - San Vitale;S. Vitale;MENGOLI;15;15;;
1641;2018;San Donato - San Vitale;S. Vitale;MENGOLI;7;8;;
1649;2018;San Donato - San Vitale;S. Vitale;MENGOLI;13;12;;
1655;2018;San Donato - San Vitale;S. Vitale;MENGOLI;16;19;;
1664;2018;San Donato - San Vitale;S. Vitale;SCANDELLARA;5;5;;
1667;2018;San Donato - San Vitale;S. Vitale;VIA LARGA;1;115;;
1669;2018;San Donato - San Vitale;S. Vitale;ROVERI;5;20;;
1707;2018;San Donato - San Vitale;S. Vitale;ROVERI;2;52;;
1722;2018;San Donato - San Vitale;S. Vitale;GUELFA;35;44;;
1728;2018;San Donato - San Vitale;S. Vitale;GUELFA;24;45;;
1729;2018;San Donato - San Vitale;S. Vitale;GUELFA;12;12;;
1741;2018;San Donato - San Vitale;S. Vitale;ROVERI;63;693;;
1743;2018;San Donato - San Vitale;S. Vitale;GUELFA;8;10;;
1753;2018;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;4;6;;
1757;2018;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;8;10;;
1776;2018;San Donato - San Vitale;S. Vitale;GUELFA;23;54;;
1791;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;19;41;;
1800;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;22;30;;
1805;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;25;37;;
1846;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;29;44;;
1849;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;48;75;;
1852;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;48;62;;
1868;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;45;89;;
1877;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;47;90;;
1878;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;8;23;;
1887;2018;Porto - Saragozza;Costa Saragozza;RAVONE;14;17;;
1944;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;34;77;;
1989;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;22;25;;
1990;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;15;22;;
2020;2018;Savena;Mazzini;PONTEVECCHIO;47;85;;
2044;2018;Savena;Mazzini;DUE MADONNE;2;3;;
2077;2018;Savena;Mazzini;BITONE;1;2;;
2097;2018;Savena;Mazzini;BITONE;14;27;;
2100;2018;Savena;Mazzini;BITONE;20;31;;
2130;2018;Savena;Mazzini;VIA ARNO;6;20;;
2178;2018;Savena;S. Ruffillo;VIA TOSCANA;3;5;;
2191;2018;Savena;S. Ruffillo;VIA TOSCANA;1;2;;
2195;2018;Savena;S. Ruffillo;VIA TOSCANA;12;13;;
2219;2018;Savena;S. Ruffillo;VIA TOSCANA;7;12;;
2243;2018;Savena;S. Ruffillo;VIA TOSCANA;8;44;;
2245;2018;Savena;S. Ruffillo;CORELLI;5;6;;
2270;2018;Savena;S. Ruffillo;CORELLI;8;20;;
2291;2018;Savena;S. Ruffillo;MONTE DONATO;4;4;;
2309;2018;Savena;S. Ruffillo;MONTE DONATO;1;2;;
2315;2018;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;5;5;;
10;2019;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;3;10;;
42;2019;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;3;4;;
1287;2017;Santo Stefano;Galvani;GALVANI-2;35;26;;
1363;2017;Santo Stefano;Murri;DAGNINI;3;3;;
1372;2017;Santo Stefano;Murri;DAGNINI;71;173;;
1391;2017;Santo Stefano;Murri;SIEPELUNGA;64;121;;
1423;2017;Santo Stefano;Murri;CHIESANUOVA;30;46;;
1430;2017;Santo Stefano;Murri;CHIESANUOVA;25;35;;
1440;2017;Santo Stefano;Murri;CHIESANUOVA;21;36;;
1465;2017;Santo Stefano;Irnerio;IRNERIO-2;42;106;;
1554;2017;Santo Stefano;Irnerio;IRNERIO-2;60;201;37;
1557;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;35;91;;
1562;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;49;76;7;
1572;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;10;12;;
1591;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;4;7;;
1620;2017;San Donato - San Vitale;S. Vitale;MENGOLI;7;13;;
1643;2017;San Donato - San Vitale;S. Vitale;MENGOLI;12;14;;
1697;2017;San Donato - San Vitale;S. Vitale;ROVERI;9;152;;
1717;2017;San Donato - San Vitale;S. Vitale;ROVERI;15;128;;
1719;2017;San Donato - San Vitale;S. Vitale;ROVERI;43;437;;
1787;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;21;43;;
1830;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;5;5;;
1872;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;48;109;;
1873;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;26;25;;
1946;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;23;48;;
1966;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;28;59;;
2038;2017;Savena;Mazzini;DUE MADONNE;20;45;;
2090;2017;Savena;Mazzini;BITONE;9;10;;
2104;2017;Savena;Mazzini;BITONE;6;5;;
2122;2017;Savena;Mazzini;VIA ARNO;20;28;10;
2147;2017;Savena;Mazzini;CAVEDONE;19;26;27;
2199;2017;Savena;S. Ruffillo;VIA TOSCANA;12;12;;
2263;2017;Savena;S. Ruffillo;CORELLI;15;100;;
13;2018;Borgo Panigale - Reno;Borgo Panigale;LAVINO DI MEZZO;39;90;;
30;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;3;2;;
41;2018;Borgo Panigale - Reno;Borgo Panigale;BARGELLINO;12;104;;
43;2018;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;3;2;;
54;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;1;2;;
66;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;1;2;;
72;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;2;33;;
95;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;5;7;;
97;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;12;13;;
104;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;10;13;;
130;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;2;38;;
137;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;59;1834;;
138;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;14;218;;
140;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;56;92;;
168;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;2;4;;
180;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;5;4;;
186;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;6;9;;
190;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;12;;
196;2018;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;8;14;;
209;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;2;5;;
210;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;9;36;;
211;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;9;26;;
216;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;3;17;;
217;2018;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;1;0;;
224;2018;Navile;Bolognina;CNR;7;38;;
229;2018;Navile;Bolognina;ARCOVEGGIO;18;261;;
233;2018;Navile;Bolognina;ARCOVEGGIO;7;7;;
236;2018;Navile;Bolognina;ARCOVEGGIO;5;6;;
237;2018;Navile;Bolognina;ARCOVEGGIO;5;5;;
258;2018;Navile;Bolognina;ARCOVEGGIO;16;28;;
262;2018;Navile;Bolognina;ARCOVEGGIO;23;63;;
263;2018;Navile;Bolognina;ARCOVEGGIO;29;112;;
270;2018;Navile;Bolognina;ARCOVEGGIO;22;27;;
276;2018;Navile;Bolognina;PIAZZA DELL'UNITA';18;29;;
289;2018;Navile;Bolognina;PIAZZA DELL'UNITA';21;71;;
298;2018;Navile;Bolognina;EX MERCATO ORTOFRUTTICOLO;30;52;;
302;2018;Navile;Bolognina;VIA FERRARESE;10;100;;
304;2018;Navile;Bolognina;VIA FERRARESE;11;48;;
307;2018;Navile;Bolognina;VIA FERRARESE;17;42;;
335;2018;Navile;Bolognina;VIA FERRARESE;45;1781;;
355;2018;Navile;Bolognina;PIAZZA DELL'UNITA';19;40;;
361;2018;Navile;Bolognina;PIAZZA DELL'UNITA';3;9;;
362;2018;Navile;Bolognina;PIAZZA DELL'UNITA';8;12;;
368;2018;Navile;Bolognina;PIAZZA DELL'UNITA';2;9;;
379;2018;Navile;Corticella;SAN SAVINO;12;20;;
385;2018;Navile;Corticella;SAN SAVINO;1;1;;
402;2018;Navile;Corticella;SAN SAVINO;21;48;;
406;2018;Navile;Corticella;SAN SAVINO;4;13;;
413;2018;Navile;Corticella;SAN SAVINO;33;50;;
419;2018;Navile;Corticella;SAVENA ABBANDONATO;4;2;;
455;2018;Navile;Corticella;CROCE COPERTA;23;210;;
468;2018;Navile;Corticella;CROCE COPERTA;20;36;;
482;2018;Navile;Corticella;LA DOZZA;1;2;;
490;2018;Navile;Corticella;SAVENA ABBANDONATO;1;1;;
536;2018;Navile;Lame;PESCAROLA;6;9;;
572;2018;Navile;Lame;BEVERARA;10;11;;
586;2018;Navile;Lame;LAZZARETTO;6;16;;
587;2018;Navile;Lame;LAZZARETTO;14;77;;
625;2018;Porto - Saragozza;Marconi;MARCONI-2;6;13;;
662;2018;Porto - Saragozza;Marconi;MARCONI-2;98;198;;
670;2018;Porto - Saragozza;Marconi;MARCONI-2;19;387;;
678;2018;Porto - Saragozza;Marconi;MARCONI-1;1;8;;
683;2018;Porto - Saragozza;Marconi;MARCONI-1;63;114;;
684;2018;Porto - Saragozza;Marconi;MARCONI-1;115;327;;
690;2018;Porto - Saragozza;Marconi;MARCONI-1;38;103;;
691;2018;Porto - Saragozza;Marconi;MARCONI-1;79;139;;
694;2018;Porto - Saragozza;Marconi;MARCONI-1;137;486;;
695;2018;Porto - Saragozza;Marconi;MARCONI-1;33;63;;
705;2018;Porto - Saragozza;Saffi;ZANARDI;12;12;;
730;2018;Porto - Saragozza;Saffi;ZANARDI;10;20;;
731;2018;Porto - Saragozza;Saffi;ZANARDI;20;26;;
768;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;9;14;;
774;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;21;36;;
804;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;18;24;;
812;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;12;17;;
814;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;18;30;;
820;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;11;12;;
825;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;3;3;;
838;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;3;7;;
854;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;9;10;;
858;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;34;137;;
863;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;15;21;;
881;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;12;23;;
882;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;1;17;;
893;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;1;1;;
896;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;5;5;;
898;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;5;5;;
905;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;33;54;;
910;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;41;97;;
911;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;32;47;;
913;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;22;50;;
919;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;32;59;;
926;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;1;1;;
930;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;25;49;;
931;2018;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;34;47;;
936;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;1;2;;
938;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;4;4;;
939;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;9;971;;
945;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;5;4;;
956;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;5;13;;
960;2018;San Donato - San Vitale;San Donato;FIERA;21;59;;
962;2018;San Donato - San Vitale;San Donato;FIERA;22;214;;
970;2018;San Donato - San Vitale;San Donato;SAN DONNINO;6;13;;
997;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;31;67;;
1004;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;26;46;;
1056;2018;San Donato - San Vitale;San Donato;VIA MONDO;21;39;;
1057;2018;San Donato - San Vitale;San Donato;VIA MONDO;5;11;;
1059;2018;San Donato - San Vitale;San Donato;VIA MONDO;1;1;;
1084;2018;San Donato - San Vitale;San Donato;SAN DONNINO;2;7;;
1093;2018;San Donato - San Vitale;San Donato;PILASTRO;7;9;;
1095;2018;San Donato - San Vitale;San Donato;PILASTRO;1;3;;
1106;2018;San Donato - San Vitale;San Donato;PILASTRO;5;8;;
1112;2018;San Donato - San Vitale;San Donato;CAAB;1;178;;
1115;2018;San Donato - San Vitale;San Donato;CAAB;10;77;;
1147;2018;Santo Stefano;Colli;OSSERVANZA;12;16;;
1164;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;9;76;;
1191;2018;Santo Stefano;Colli;PADERNO;1;1;;
1211;2018;Santo Stefano;Galvani;GALVANI-1;51;207;;
1222;2018;Santo Stefano;Galvani;GALVANI-1;144;325;;
1228;2018;Santo Stefano;Galvani;GALVANI-1;45;125;;
1231;2018;Santo Stefano;Galvani;GALVANI-1;64;96;;
1241;2018;Santo Stefano;Galvani;GALVANI-2;15;19;;
1248;2018;Santo Stefano;Galvani;GALVANI-2;32;59;;
1251;2018;Santo Stefano;Galvani;GALVANI-2;32;74;;
1284;2018;Santo Stefano;Galvani;GALVANI-2;38;53;;
1290;2018;Santo Stefano;Galvani;GALVANI-2;24;144;;
1296;2018;Santo Stefano;Galvani;GALVANI-2;44;98;;
1303;2018;Santo Stefano;Murri;MEZZOFANTI;63;87;;
1319;2018;Santo Stefano;Murri;MEZZOFANTI;48;84;;
1324;2018;Santo Stefano;Murri;MEZZOFANTI;14;15;;
1326;2018;Santo Stefano;Murri;DAGNINI;9;9;;
1338;2018;Santo Stefano;Murri;MEZZOFANTI;75;155;;
1345;2018;Santo Stefano;Murri;MEZZOFANTI;14;16;;
1350;2018;Santo Stefano;Murri;DAGNINI;61;146;;
1352;2018;Santo Stefano;Murri;DAGNINI;1;2;;
1364;2018;Santo Stefano;Murri;DAGNINI;18;27;;
1375;2018;Santo Stefano;Murri;DAGNINI;44;63;;
1376;2018;Santo Stefano;Murri;DAGNINI;3;5;;
1382;2018;Santo Stefano;Murri;SIEPELUNGA;10;20;;
1383;2018;Santo Stefano;Murri;SIEPELUNGA;15;16;;
1390;2018;Santo Stefano;Murri;SIEPELUNGA;47;54;;
1393;2018;Santo Stefano;Murri;SIEPELUNGA;11;10;;
1396;2018;Santo Stefano;Murri;SIEPELUNGA;1;1;;
1403;2018;Santo Stefano;Murri;SIEPELUNGA;44;79;;
1406;2018;Santo Stefano;Murri;SIEPELUNGA;12;12;;
1410;2018;Santo Stefano;Murri;CHIESANUOVA;7;7;;
1429;2018;Santo Stefano;Murri;CHIESANUOVA;15;41;;
1442;2018;Santo Stefano;Murri;CHIESANUOVA;9;15;;
1446;2018;Santo Stefano;Murri;CHIESANUOVA;24;92;;
1452;2018;Santo Stefano;Irnerio;IRNERIO-2;9;27;;
1453;2018;Santo Stefano;Irnerio;IRNERIO-2;14;132;;
1470;2018;Santo Stefano;Irnerio;IRNERIO-2;39;106;;
1475;2018;Santo Stefano;Irnerio;IRNERIO-2;16;46;;
1481;2018;Santo Stefano;Irnerio;IRNERIO-2;40;61;;
1487;2018;Santo Stefano;Irnerio;IRNERIO-1;19;56;;
1521;2018;Santo Stefano;Irnerio;IRNERIO-1;9;19;;
1537;2018;Santo Stefano;Irnerio;IRNERIO-2;12;26;;
1539;2018;Santo Stefano;Irnerio;IRNERIO-1;2;3;;
1546;2018;Santo Stefano;Irnerio;IRNERIO-1;30;53;;
1548;2018;Santo Stefano;Irnerio;IRNERIO-2;39;84;;
1560;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;35;132;;
1561;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;66;212;;
1563;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;25;97;;
1577;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;2;7;;
1603;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;39;161;;
1611;2018;San Donato - San Vitale;S. Vitale;MENGOLI;52;128;;
1613;2018;San Donato - San Vitale;S. Vitale;MENGOLI;18;24;;
1618;2018;San Donato - San Vitale;S. Vitale;MENGOLI;20;26;;
1623;2018;San Donato - San Vitale;S. Vitale;MENGOLI;1;4;;
1631;2018;San Donato - San Vitale;S. Vitale;MENGOLI;17;25;;
1637;2018;San Donato - San Vitale;S. Vitale;MENGOLI;38;68;;
1639;2018;San Donato - San Vitale;S. Vitale;MENGOLI;12;12;;
1640;2018;San Donato - San Vitale;S. Vitale;MENGOLI;10;22;;
1654;2018;San Donato - San Vitale;S. Vitale;MENGOLI;17;22;;
1659;2018;San Donato - San Vitale;S. Vitale;MENGOLI;2;2;;
1662;2018;San Donato - San Vitale;S. Vitale;MENGOLI;15;144;;
1727;2018;San Donato - San Vitale;S. Vitale;GUELFA;6;8;;
1745;2018;San Donato - San Vitale;S. Vitale;GUELFA;90;173;;
1763;2018;San Donato - San Vitale;S. Vitale;STRADELLI GUELFI;9;37;;
1769;2018;San Donato - San Vitale;S. Vitale;GUELFA;40;202;;
1790;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;5;6;;
1871;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;24;44;;
1875;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;34;57;;
1891;2018;Porto - Saragozza;Costa Saragozza;RAVONE;7;8;;
1899;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;38;40;;
1906;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;21;26;;
1907;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;20;20;;
1925;2018;Porto - Saragozza;Costa Saragozza;SAN LUCA;4;4;;
1966;2018;Porto - Saragozza;Malpighi;MALPIGHI-1;30;56;;
1984;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;68;113;;
2006;2018;Savena;Mazzini;FOSSOLO;20;22;;
